20/01/2019,2:09 pm,Messages and calls are end-to-end encrypted. No one outside of this chat,not even WhatsApp,can read or listen to them. Tap to learn more.
20/01/2019,2:09 pm,You created group "Kya mile? "
02/01/2021,1:54 pm,RED,Padunga
02/01/2021,1:54 pm,Gotiya,saale mje copy krna bnd krega😂😂
02/01/2021,1:54 pm,RED,Excel tableu
02/01/2021,1:55 pm,RED,Pyton then logic ki gand marenge
02/01/2021,1:55 pm,RED,😂😂
02/01/2021,1:55 pm,Gotiya,bhai robin agr python pdni ho bta dio
02/01/2021,1:55 pm,Gotiya,sumit ki mst h python
02/01/2021,1:55 pm,Gotiya,1 din mei pda dega sb
02/01/2021,1:55 pm,RED,Han han sumit se puchunga
02/01/2021,1:55 pm,RED,Mera frnd h
02/01/2021,1:55 pm,RED,Uski 1.8 lakh h
02/01/2021,1:55 pm,RED,Monthly
02/01/2021,1:55 pm,RED,Data scientist h
02/01/2021,1:55 pm,Gotiya,okk
02/01/2021,1:56 pm,RED,Ussi ne recommend kia mujhe
02/01/2021,1:56 pm,RED,Usne b bola logic accha h tho tu b kr sakta h
02/01/2021,1:56 pm,RED,Bhas projects kr lena
02/01/2021,1:56 pm,RED,<Media omitted>
02/01/2021,1:57 pm,RED,Take care sham ko milte h
02/01/2021,1:58 pm,Gotiya,done
02/01/2021,1:58 pm,Gotiya,@917503478845 shaam ko??
02/01/2021,2:06 pm,Tosiba,haa milte h
02/01/2021,2:06 pm,Tosiba,anu kaha h
02/01/2021,2:06 pm,Tosiba,c4e chlenge
02/01/2021,2:06 pm,Tosiba,ya fir janak chal lenge
02/01/2021,2:07 pm,Gotiya,woh noida h shys
02/01/2021,2:07 pm,Gotiya,shyd*
02/01/2021,2:40 pm,Gotiya,https://youtu.be/K-53-mewuNQ
02/01/2021,3:37 pm,Tosiba,bhai aaj ki jagah kal chale Kya
02/01/2021,3:37 pm,Tosiba,khane
02/01/2021,3:39 pm,Gotiya,dekhlo
02/01/2021,4:25 pm,RED,Ok
03/01/2021,2:39 am,Gotiya,https://fb.watch/2MCGVmpTpV/
03/01/2021,2:40 am,Gotiya,@917503478845 explain kr bhai ky chiz h yeh
03/01/2021,1:05 pm,RED,<Media omitted>
03/01/2021,1:05 pm,RED,Barish se yaad aya
03/01/2021,1:05 pm,Gotiya,anurag dalle ka hth toota hua tha😂😂
03/01/2021,1:05 pm,RED,😂😂😂
03/01/2021,1:08 pm,Tosiba,😂😂😂😂
03/01/2021,1:08 pm,RED,😂😂
03/01/2021,1:08 pm,RED,Kuch mast joke mara tha lgta h mne
03/01/2021,1:09 pm,Gotiya,bhai us tym tnsn ni thi kch
03/01/2021,1:09 pm,Gotiya,hr chiz hi joke bn jaata tha
03/01/2021,1:10 pm,RED,😂😂
03/01/2021,1:10 pm,RED,Dictionary m condom word dekhke hasne wala ladka h tu
03/01/2021,1:12 pm,Gotiya,haan bhai woh b yaad h
03/01/2021,1:12 pm,Gotiya,😂😂
03/01/2021,1:12 pm,RED,😂😂😂
03/01/2021,4:59 pm,Gotiya,han bhyi ky scene h aare ho??
03/01/2021,5:59 pm,Tosiba,dkhlo bhai
03/01/2021,6:00 pm,Gotiya,@919205900612 aara h?
03/01/2021,7:32 pm,Gotiya,@919205900612 bhsdk phn utha lia kr... gaand mei daalne k liye khareeda tha ky phone
03/01/2021,7:32 pm,Gotiya,bkl gand marvo ka CEO
03/01/2021,8:07 pm,Anurag,Itni bhi koi keemati cheez nhi h ki jo gand m daal lega ye.
03/01/2021,8:07 pm,Tosiba,fir bhi daal k rkhta h ye
03/01/2021,8:07 pm,Tosiba,robin
03/01/2021,8:07 pm,Tosiba,bhsdka
03/01/2021,8:08 pm,Gotiya,bc kl khd bolta kl milege...aaj pta ni kidr marwa rha h
03/01/2021,8:08 pm,Anurag,😂
03/01/2021,10:43 pm,Gotiya,<Media omitted>
03/01/2021,10:51 pm,Tosiba,😂😂😂
04/01/2021,12:22 am,RED,Bosdike net off h lodu whatsapp call kr rha h 😂😂😂
04/01/2021,12:22 am,RED,Fir bol rha call kr rha hun
04/01/2021,12:22 am,RED,Such a troll
04/01/2021,12:22 am,Gotiya,oh bhsdk calling or ringing mei frk pta h mjd
04/01/2021,12:22 am,RED,😂😂😂😂😂
04/01/2021,12:23 am,Gotiya,chutiya kisi or ko bnaio
04/01/2021,12:23 am,Gotiya,phli baar use ni kr rha whatsapp
04/01/2021,12:23 am,RED,Kasam se band tha
04/01/2021,12:23 am,RED,Abhi khola h
04/01/2021,12:23 am,Gotiya,muth maar or soja
04/01/2021,12:23 am,RED,Maine phone
04/01/2021,12:23 am,Gotiya,chutiya kl bnaio kisiko
04/01/2021,12:23 am,RED,Kal?
04/01/2021,12:23 am,RED,Aaj ni banau?
04/01/2021,12:23 am,RED,😂😂😂
04/01/2021,12:24 am,RED,Anurag tu kha h be?
04/01/2021,12:24 am,Gotiya,<Media omitted>
04/01/2021,12:24 am,RED,Read?
04/01/2021,12:25 am,RED,Deliverd sab jhut h
04/01/2021,12:25 am,RED,Whatsapp drunk
04/01/2021,12:25 am,RED,😂😂
04/01/2021,12:25 am,RED,😂😂😂
04/01/2021,12:25 am,RED,Typing
04/01/2021,12:25 am,RED,😂😂
04/01/2021,12:25 am,Gotiya,sun anurag apna or tushar k muth ka syrup bnauga or teree muuuhh pr esa bharuga naa
04/01/2021,12:25 am,RED,<Media omitted>
04/01/2021,12:25 am,Gotiya,hath baandh dunga piche
04/01/2021,12:26 am,RED,Kya kya dekh rha h ajkal?
04/01/2021,12:26 am,RED,😂😂
04/01/2021,12:26 am,RED,Sai cheez dekha kar
04/01/2021,12:26 am,RED,Glt sangat lag rhi h
04/01/2021,12:26 am,RED,😂😂
04/01/2021,12:26 am,RED,Chal bhai good night
04/01/2021,11:01 am,Tosiba,<Media omitted>
04/01/2021,11:01 am,Tosiba,bhai 16gb ram h isme bc
04/01/2021,11:01 am,Tosiba,😂
04/01/2021,11:03 am,Gotiya,aree pyaara
04/01/2021,11:03 am,Gotiya,office waale mei 16 hi dete h wse
04/01/2021,11:03 am,Gotiya,mere waale mei b 16gb h
04/01/2021,11:03 am,Gotiya,10th gen i7
04/01/2021,11:03 am,Tosiba,baaki cheeze kese pta chlegi
04/01/2021,11:04 am,Gotiya,run pr type kr
04/01/2021,11:04 am,Gotiya,dxdiag
04/01/2021,11:05 am,Gotiya,tujhe b teams pr krayege 😂😂
04/01/2021,11:09 am,Tosiba,haa
04/01/2021,11:09 am,Gotiya,bhai bhoooot bekaar software h
04/01/2021,11:10 am,Gotiya,ittee glitches h
04/01/2021,2:23 pm,Gotiya,<Media omitted>
04/01/2021,4:46 pm,Anurag,Bhai bhot bdia h.
05/01/2021,3:15 pm,Gotiya,loo bhai full collection
05/01/2021,3:16 pm,Gotiya,<Media omitted>
07/01/2021,8:50 pm,Gotiya,https://youtu.be/-1FPcLDa8KM 

@917503478845 chck kr yeh😂😂 maa chd diye bhaiya ji
09/01/2021,1:18 pm,Gotiya,@919205900612 aayega ??? shaam ko 5 bje k around?? 4o milte h...annu or toshiba b aara h...1 2 ghante ki baat h
09/01/2021,1:34 pm,RED,Han han
09/01/2021,1:34 pm,RED,5 baje mil lo
09/01/2021,1:34 pm,RED,Abhi mai class m hun
09/01/2021,1:34 pm,Gotiya,👍🏼
09/01/2021,1:34 pm,RED,Yup
09/01/2021,10:02 pm,Gotiya,han bhai btao kisme kitne lgaye
09/01/2021,10:02 pm,Tosiba,khatabook download krlo pehle
09/01/2021,10:03 pm,Tosiba,ruko
09/01/2021,10:03 pm,Tosiba,khatabook mat krna
09/01/2021,10:04 pm,Tosiba,dusra btata hu
09/01/2021,10:04 pm,Gotiya,😂😂
09/01/2021,10:13 pm,Tosiba,https://play.google.com/store/apps/details?id=com.godutchapp
09/01/2021,10:13 pm,Tosiba,ye krlo download
09/01/2021,10:13 pm,Gotiya,Han kr rha hu
09/01/2021,10:14 pm,Tosiba,kisi pe kuch msg aya?
09/01/2021,10:14 pm,Tosiba,ya kuch update?
09/01/2021,10:16 pm,RED,ni
09/01/2021,10:16 pm,Tosiba,ye app krna ekbaar
09/01/2021,10:16 pm,RED,aya
09/01/2021,10:16 pm,Gotiya,haan aaya
09/01/2021,10:17 pm,Tosiba,mere msg aya hoga na
09/01/2021,10:17 pm,RED,Agyq
09/01/2021,10:17 pm,Tosiba,harsh😂😂
09/01/2021,10:17 pm,Tosiba,35 rs
09/01/2021,10:17 pm,Tosiba,bhai
09/01/2021,10:17 pm,Tosiba,total dalde jitne tune pay kre
09/01/2021,10:17 pm,Tosiba,app apne aap divide kr lega
09/01/2021,10:18 pm,Tosiba,@919891523326
09/01/2021,10:18 pm,Tosiba,total dal
09/01/2021,10:18 pm,Tosiba,ruk ek min pehle
09/01/2021,10:18 pm,Gotiya,bhai total hi toh daala h
09/01/2021,10:18 pm,Gotiya,😂😂
09/01/2021,10:18 pm,Tosiba,tuje app pe group dikh rha h
09/01/2021,10:19 pm,Tosiba,?
09/01/2021,10:19 pm,Gotiya,usi mei add krr rha hu
09/01/2021,10:19 pm,Tosiba,<Media omitted>
09/01/2021,10:19 pm,Tosiba,ye group sbko dikh rha h na?
09/01/2021,10:19 pm,Tosiba,mene pehle se bnaya hua h
09/01/2021,10:19 pm,Gotiya,haan
09/01/2021,10:19 pm,Tosiba,sahi h isi me add krte jao
09/01/2021,10:20 pm,Tosiba,shake k anu nhi dega mene glti se anu ko add kr diya😂
09/01/2021,10:20 pm,Gotiya,remove krde usse
09/01/2021,10:20 pm,Tosiba,krdiya
09/01/2021,10:20 pm,Tosiba,edit ho gya
09/01/2021,10:20 pm,Tosiba,bahut sahi app h
09/01/2021,10:20 pm,Tosiba,bhao
09/01/2021,10:20 pm,Tosiba,bhai
09/01/2021,10:20 pm,Tosiba,😂😂
09/01/2021,10:20 pm,Tosiba,🤘🏻🤘🏻
09/01/2021,10:21 pm,Gotiya,@917503478845 momos waale dikh rhe h???
09/01/2021,10:21 pm,Tosiba,haa
09/01/2021,10:21 pm,Tosiba,115 vala na
09/01/2021,10:21 pm,Tosiba,m
09/01/2021,10:21 pm,Tosiba,?
09/01/2021,10:21 pm,Gotiya,naa naa
09/01/2021,10:21 pm,Gotiya,140
09/01/2021,10:21 pm,Tosiba,115 dala h tune
09/01/2021,10:22 pm,Gotiya,woh toh rolls aur sauce waala h
09/01/2021,10:22 pm,Tosiba,achaa
09/01/2021,10:22 pm,Tosiba,momos vala nhi aya abhi
09/01/2021,10:23 pm,Gotiya,<Media omitted>
09/01/2021,10:24 pm,Tosiba,ab aya h
09/01/2021,10:25 pm,Gotiya,ab aaya hga
09/01/2021,10:25 pm,Gotiya,haan
09/01/2021,10:25 pm,Tosiba,haa ab aya
09/01/2021,10:26 pm,Tosiba,bhai
09/01/2021,10:26 pm,Tosiba,mast h ye app
09/01/2021,10:26 pm,Tosiba,pura kaat peet k estimate bta deta h
09/01/2021,10:26 pm,Tosiba,final kisko kitne dene h
09/01/2021,10:26 pm,Tosiba,red me amount h to mtlb dene h
09/01/2021,10:26 pm,Tosiba,green me mtlb lene h
09/01/2021,10:26 pm,Gotiya,haan whii
09/01/2021,10:28 pm,Gotiya,@919205900612 dalle tu b kr
09/01/2021,10:37 pm,Tosiba,anurag tuje pay kr diye
09/01/2021,10:37 pm,Tosiba,mene
09/01/2021,10:39 pm,Tosiba,@919650713357 google pay me dkhio
09/01/2021,10:39 pm,Tosiba,aur vo bhi dkhio 2400 vali payment jo tune vaha ki thi
09/01/2021,10:40 pm,Tosiba,harsh k bhi ho gya pay
09/01/2021,10:40 pm,Tosiba,robin tu bhi krde
09/01/2021,10:41 pm,Tosiba,asd
09/01/2021,10:41 pm,Tosiba,add
09/01/2021,10:41 pm,Gotiya,@919650713357 tujhe bhej diye mne
09/01/2021,10:52 pm,Gotiya,@919650713357 sent
09/01/2021,10:53 pm,RED,Han kr rha hun
09/01/2021,10:53 pm,RED,Ruk
09/01/2021,10:53 pm,RED,Han bhai pese he h de rha hun
09/01/2021,10:55 pm,Anurag,K.😂😂 Mujhe lga ye dubara milne bula rh h
09/01/2021,10:55 pm,Anurag,Han agye. M bhi krdunga 12 bje tk.
09/01/2021,10:55 pm,RED,Done
09/01/2021,10:55 pm,Anurag,👍
09/01/2021,10:56 pm,RED,@919650713357 @917503478845
09/01/2021,10:56 pm,RED,@919891523326
09/01/2021,10:56 pm,RED,Done
09/01/2021,10:56 pm,Tosiba,tune usi app pe upi dala h kya robin
09/01/2021,10:57 pm,RED,Manual hua h na?
09/01/2021,10:57 pm,Tosiba,manual mtlb kese
09/01/2021,10:57 pm,RED,<Media omitted>
09/01/2021,10:58 pm,Tosiba,acha
09/01/2021,10:58 pm,Tosiba,phone pay kiye h kya tune
09/01/2021,10:58 pm,RED,Gpay
09/01/2021,10:58 pm,Tosiba,gpay madarchod h bc
09/01/2021,10:59 pm,RED,Koi nai mai vese he send kr dunga
09/01/2021,10:59 pm,RED,Fir
09/01/2021,10:59 pm,Tosiba,gpay pe jio vala number nhi h mera
09/01/2021,10:59 pm,Tosiba,750 vala h
09/01/2021,11:00 pm,Tosiba,@919650713357 tuje gpay me aa gye mere pese?
09/01/2021,11:00 pm,RED,NAI AYE
09/01/2021,11:00 pm,RED,KYA?
09/01/2021,11:01 pm,Tosiba,gpay me show nhi krra
09/01/2021,11:01 pm,Tosiba,tuje krra h kya
09/01/2021,11:01 pm,Tosiba,?
09/01/2021,11:02 pm,RED,HUA NAI lagta h
09/01/2021,11:02 pm,Tosiba,kya ara h tere mem
09/01/2021,11:02 pm,Tosiba,me?
09/01/2021,11:02 pm,Gotiya,mere pas b ni aaye
09/01/2021,11:02 pm,Gotiya,@919205900612
09/01/2021,11:02 pm,Tosiba,phone pay kro
09/01/2021,11:02 pm,Tosiba,gpay chutiya h
09/01/2021,11:03 pm,Gotiya,haan be
09/01/2021,11:03 pm,Gotiya,ya phir paytm se upi krde @919205900612
09/01/2021,11:05 pm,Tosiba,usi app me upi add krdo
09/01/2021,11:05 pm,Tosiba,sbse mast
09/01/2021,11:05 pm,Gotiya,haan ese krlo ya phir
09/01/2021,11:11 pm,Tosiba,<Media omitted>
09/01/2021,11:17 pm,Gotiya,😂😂
09/01/2021,11:17 pm,Gotiya,bc
09/01/2021,11:54 pm,RED,Amount dedo sab
09/01/2021,11:54 pm,RED,Gpay kr rha
09/01/2021,11:54 pm,Gotiya,64 to me
09/01/2021,11:55 pm,Tosiba,50
10/01/2021,12:19 am,RED,Done
10/01/2021,12:19 am,RED,Tujhe kese sun phonepay?
10/01/2021,12:19 am,Gotiya,krde phonepay
10/01/2021,12:20 am,Tosiba,<Media omitted>
10/01/2021,12:21 am,RED,Done
10/01/2021,12:21 am,Gotiya,<Media omitted>
10/01/2021,12:21 am,RED,😂😂
10/01/2021,12:22 am,RED,<Media omitted>
10/01/2021,12:22 am,RED,@919650713357
10/01/2021,12:22 am,Gotiya,nvidia reflex ky chiz h bhai??? @919205900612
10/01/2021,12:22 am,RED,Ping low kr deta h
10/01/2021,12:23 am,RED,Latency
10/01/2021,12:23 am,Gotiya,bc sexy h...kon konsi games supported h?
10/01/2021,12:23 am,RED,Sari compi
10/01/2021,12:23 am,RED,Everyone updated
10/01/2021,12:24 am,Gotiya,waah yr...abi krta hu mei...valo aayega abi?
10/01/2021,12:24 am,Gotiya,mn krra h khelne ka
10/01/2021,12:25 am,RED,abhi tho nai kal pakka khelte h
10/01/2021,12:25 am,Gotiya,thike
10/01/2021,12:25 am,RED,shayad aaj server bugs h
10/01/2021,12:25 am,RED,so update vagera chal rha h usme
10/01/2021,12:27 am,Gotiya,accha...pubg khelta hu phir ya apez
10/01/2021,12:27 am,Gotiya,apex*
10/01/2021,12:29 am,RED,Cool
10/01/2021,5:15 am,Gotiya,https://youtu.be/GSudn0qB6u0 linux phone
10/01/2021,6:59 pm,Gotiya,https://youtu.be/fycuLn3x2xo

dekhlo lavda
15/01/2021,11:03 pm,Gotiya,bhai trip pr chalna h feb mei??
16/01/2021,3:33 am,Gotiya,@919205900612 @919650713357 @917503478845 ???
16/01/2021,9:08 am,Anurag,Mat puch yaar.. bsdk kal pucha tune aaj tabyat kharab lg rhi h.
16/01/2021,9:16 am,Gotiya,😂😂😂
16/01/2021,9:16 am,Gotiya,mission accompanished
16/01/2021,9:22 am,Anurag,Accomplished
16/01/2021,9:22 am,Anurag,*
16/01/2021,9:27 am,Gotiya,whi yr
16/01/2021,9:27 am,Gotiya,😂😂
16/01/2021,9:27 am,Gotiya,ky hua teri tbyt ko
16/01/2021,11:28 am,Anurag,Kuch nhi head ache tha ab thik h
16/01/2021,11:30 am,Anurag,<Media omitted>
16/01/2021,11:41 am,RED,😂😂😂
16/01/2021,2:22 pm,Gotiya,😂😂😂
16/01/2021,2:31 pm,Tosiba,feb me chhutiyan hi nhi h
16/01/2021,2:31 pm,Tosiba,jaipur jaisalmer vagera jaa skte h weekends pe
16/01/2021,2:36 pm,Gotiya,chl thike
17/01/2021,3:28 pm,Tosiba,bhai aaj shaam ko Chloge?
17/01/2021,3:28 pm,Tosiba,momos khane
17/01/2021,3:29 pm,Tosiba,robin k ghr milte h
17/01/2021,3:29 pm,Gotiya,chlo
17/01/2021,3:32 pm,Tosiba,robin k ghr milte h
17/01/2021,3:32 pm,Tosiba,6bje k baad
17/01/2021,3:32 pm,Gotiya,6.30k aroun chalege
17/01/2021,3:43 pm,Tosiba,theel
17/01/2021,3:43 pm,Tosiba,theek
17/01/2021,4:34 pm,Tosiba,robin confirm kr
17/01/2021,4:34 pm,Tosiba,@919205900612
17/01/2021,4:34 pm,Tosiba,aur anurag kaha h @919650713357
17/01/2021,4:34 pm,Anurag,M abhi Noida m hu
17/01/2021,4:34 pm,Anurag,Direct hi miljaunga
17/01/2021,4:34 pm,Tosiba,mtlb
17/01/2021,4:34 pm,Gotiya,bc tu toh aara tha
17/01/2021,4:35 pm,Anurag,Abhi yar yahan messi se milne aya tha abhi 530 niklunga
17/01/2021,4:35 pm,Tosiba,jldi nikl
17/01/2021,4:35 pm,Anurag,Fir late ho jayega
17/01/2021,4:35 pm,Anurag,Merko
17/01/2021,4:35 pm,Gotiya,chutiye noida chala gya??
17/01/2021,4:35 pm,Tosiba,late ho jayega
17/01/2021,4:35 pm,Tosiba,thand ho jati h
17/01/2021,4:35 pm,Anurag,Tum jao fir
17/01/2021,4:36 pm,Tosiba,arey ajaa bhai
17/01/2021,4:36 pm,Gotiya,pick krle tujhe??? @919650713357
17/01/2021,4:36 pm,Anurag,Kyuki m abhi pohoncha bhi nhi hu
17/01/2021,4:36 pm,Gotiya,car le aauga koi ni
17/01/2021,4:37 pm,Anurag,Kidhr
17/01/2021,4:37 pm,Gotiya,kisi centre point mei
17/01/2021,4:37 pm,Gotiya,jahan tk tu aa ske
17/01/2021,4:37 pm,Tosiba,<Media omitted>
17/01/2021,4:37 pm,Tosiba,<Media omitted>
17/01/2021,4:37 pm,Tosiba,<Media omitted>
17/01/2021,4:38 pm,Gotiya,leli??
17/01/2021,4:38 pm,Tosiba,bhai bike pe ayenge
17/01/2021,4:38 pm,Tosiba,haa
17/01/2021,4:38 pm,Gotiya,bkc
17/01/2021,4:38 pm,Gotiya,mkc gaadi ki
17/01/2021,4:38 pm,Tosiba,zyada dur ni aa skte
17/01/2021,4:38 pm,Gotiya,bike laa
17/01/2021,4:38 pm,Tosiba,number 3 din baad milega
17/01/2021,4:38 pm,Gotiya,ghr aa oye
17/01/2021,4:38 pm,Anurag,Thandd h
17/01/2021,4:38 pm,Tosiba,isliye to anurag ko bolra hu ajaa
17/01/2021,4:38 pm,Anurag,Car hi lao
17/01/2021,4:38 pm,Tosiba,abey
17/01/2021,4:38 pm,Gotiya,sun tushar
17/01/2021,4:39 pm,Gotiya,mere ghr aa
17/01/2021,4:39 pm,Gotiya,isko car mei pick krke aa jayege
17/01/2021,4:39 pm,Gotiya,phir bike pr chalege
17/01/2021,4:39 pm,Tosiba,bhai tere vaha kichad h nyi bike gndi achi ni lagegi😂
17/01/2021,4:39 pm,Gotiya,car khadi kr dunga
17/01/2021,4:39 pm,Tosiba,bhai koi sense ni h
17/01/2021,4:39 pm,Tosiba,iska
17/01/2021,4:39 pm,Gotiya,areee ni h ab
17/01/2021,4:39 pm,Gotiya,saaf ho gya
17/01/2021,4:39 pm,Tosiba,muje aur bhi jagah jana h
17/01/2021,4:40 pm,Tosiba,taiji k ghr bhi jana h
17/01/2021,4:40 pm,Gotiya,chl phir mei pik kr aau isse
17/01/2021,4:40 pm,Gotiya,ky bolta h
17/01/2021,4:40 pm,Gotiya,tb tk tu jaa aa
17/01/2021,4:40 pm,Tosiba,abhi ye paucha hi ni h
17/01/2021,4:40 pm,Tosiba,aur car se jldi metro se aa jayega
17/01/2021,4:40 pm,Tosiba,anurag
17/01/2021,4:40 pm,Tosiba,car me traffic milega
17/01/2021,4:40 pm,Gotiya,noida ni jauga bc
17/01/2021,4:41 pm,Gotiya,kahi centre mei aaja
17/01/2021,4:41 pm,Gotiya,on road kitte ki pdi?
17/01/2021,4:41 pm,Tosiba,127000
17/01/2021,4:41 pm,Gotiya,discover dedi ya h?
17/01/2021,4:41 pm,Tosiba,hai
17/01/2021,4:42 pm,Gotiya,mei woh chaluga
17/01/2021,4:42 pm,Gotiya,😂😂
17/01/2021,4:42 pm,Gotiya,bc bhooot comfy h
17/01/2021,4:42 pm,Tosiba,bhai aaj ka plan kya h fir
17/01/2021,4:42 pm,Tosiba,robin kaha h
17/01/2021,4:42 pm,Tosiba,anurag ka pta ni kab tak ayega
17/01/2021,4:42 pm,Gotiya,mrva rha h kahi
17/01/2021,4:44 pm,Tosiba,call krle dono ko
17/01/2021,4:44 pm,Tosiba,confirm kro
17/01/2021,4:45 pm,Tosiba,zyada der k liye ni milna
17/01/2021,4:45 pm,Tosiba,thori der hi
17/01/2021,4:45 pm,Tosiba,me zyada der k liye ni aa paunga aaj
17/01/2021,4:45 pm,Gotiya,annu late ho jayega
17/01/2021,4:45 pm,Gotiya,next week hi milte h bhai
17/01/2021,4:45 pm,Tosiba,haa theek h fir
17/01/2021,4:46 pm,Gotiya,mtlb is sat ko
17/01/2021,4:46 pm,Tosiba,haa
17/01/2021,4:46 pm,Tosiba,ya to robin se baat krle
17/01/2021,4:46 pm,Tosiba,tu me robin chlte h
17/01/2021,4:46 pm,Gotiya,puchta hu
17/01/2021,4:46 pm,Tosiba,ek roll khake aa jayenge bas
17/01/2021,4:46 pm,Gotiya,hnn
17/01/2021,4:47 pm,Gotiya,pick ni krra
17/01/2021,4:47 pm,Gotiya,hum kha aaye a1 waale se
17/01/2021,4:48 pm,Gotiya,soch k bta dio kyuki mje b niklna h phir
17/01/2021,4:54 pm,Tosiba,robin confirm kre to chlte h 3
17/01/2021,4:55 pm,Tosiba,nhi to next week ka kr lenge
17/01/2021,4:55 pm,Tosiba,ya fir beech me bbi kr skte h
17/01/2021,4:55 pm,Tosiba,me 6bje tak normal days pe bhi free ho jata hu
17/01/2021,4:59 pm,Gotiya,ok
17/01/2021,5:55 pm,RED,Jha marzi chlna h chal lo
17/01/2021,5:55 pm,RED,Par next week
17/01/2021,5:56 pm,RED,Mai hamesha ghr m he rheta hun
17/01/2021,5:57 pm,RED,Bell bja dena
17/01/2021,5:57 pm,RED,I dont mind
17/01/2021,5:58 pm,Gotiya,next week ghr pr hi rehta hu mtlb?
17/01/2021,6:01 pm,RED,Hn
17/01/2021,6:11 pm,Gotiya,smjh ni aaya
17/01/2021,6:11 pm,Gotiya,chalna ho toh ghr aa jaio
17/01/2021,6:17 pm,Tosiba,muje bhi smjh ni ayw
17/01/2021,6:17 pm,Tosiba,aya
17/01/2021,6:18 pm,RED,Are aaj ni
17/01/2021,6:18 pm,RED,Jo sat day ayega tab mere bhai
17/01/2021,6:22 pm,Anurag,😂
17/01/2021,6:25 pm,Gotiya,@917503478845 bhai party bnti h
17/01/2021,6:49 pm,Tosiba,sat ko me free ni hu
17/01/2021,6:50 pm,Tosiba,haa bilkul
17/01/2021,6:52 pm,Gotiya,bhai sunday family k sth jana h mje
17/01/2021,6:52 pm,Gotiya,kb tk free hga tu sat ko???
17/01/2021,7:29 pm,Tosiba,bhai sat ko ni ho paunga free
17/01/2021,7:29 pm,Tosiba,beech me chalo lo kbhi
17/01/2021,7:29 pm,Tosiba,kal ya Wednesday ko
17/01/2021,8:27 pm,Gotiya,office h mera
18/01/2021,1:35 am,RED,You deleted this message
18/01/2021,12:20 pm,Gotiya,aaj shaam ka scene krna ho bta dena
18/01/2021,12:21 pm,Gotiya,6 ya 6 30 tk ho jata hu mei free
18/01/2021,12:34 pm,RED,Sorry not today
18/01/2021,12:43 pm,Tosiba,bhsdk
18/01/2021,12:46 pm,Gotiya,isse phirse ghr se ghaseetna pdega
18/01/2021,1:43 pm,RED,Bhai mat ana plz
18/01/2021,1:43 pm,RED,Padna h muje
18/01/2021,1:44 pm,RED,Friday tak
18/01/2021,1:44 pm,RED,Ruk ja
18/01/2021,1:44 pm,RED,Bhas
18/01/2021,1:44 pm,RED,@917503478845
18/01/2021,1:44 pm,RED,Plz
18/01/2021,1:44 pm,Tosiba,bhsdk tu chutiya h
18/01/2021,1:44 pm,RED,Ok
18/01/2021,1:44 pm,Tosiba,24 ghnte to kaam ni krta na
18/01/2021,1:44 pm,Tosiba,din me khana to khata h na
18/01/2021,1:44 pm,RED,Kaam ke sath pad b rha hun na
18/01/2021,1:44 pm,Tosiba,hagta to h na
18/01/2021,1:44 pm,Tosiba,bhsdk
18/01/2021,1:45 pm,Tosiba,to 24 ghnte pdhta hoga
18/01/2021,1:45 pm,Tosiba,hna
18/01/2021,1:45 pm,RED,Jaoge kha
18/01/2021,1:45 pm,RED,Trip m?
18/01/2021,1:45 pm,Tosiba,khana bhi nj khata hoga
18/01/2021,1:45 pm,Tosiba,abey bhsdk
18/01/2021,1:45 pm,Tosiba,bas ek roll khake ana tha
18/01/2021,1:45 pm,RED,See u thodi der m ata hun
18/01/2021,1:45 pm,Tosiba,jitne time tu khana khane me lagata h utna
18/01/2021,1:58 pm,RED,Theek milo fir
18/01/2021,5:09 pm,Tosiba,final h na aaj fir?
18/01/2021,5:25 pm,Gotiya,aapas mei puchlo
18/01/2021,5:25 pm,Gotiya,mei in hu
18/01/2021,5:58 pm,Tosiba,pkka h fir
18/01/2021,5:58 pm,Tosiba,6:30 milte h
18/01/2021,5:59 pm,Gotiya,robin se confirm krle bhai
18/01/2021,5:59 pm,Gotiya,aur annu se
18/01/2021,6:39 pm,Tosiba,bhai kya krna h
18/01/2021,6:40 pm,Tosiba,raat me thand ho jati h
18/01/2021,6:41 pm,Gotiya,puch bhai robin aw
18/01/2021,6:41 pm,Gotiya,se*
18/01/2021,6:41 pm,Gotiya,whi drame krega
18/01/2021,6:42 pm,Tosiba,robin ne haa boldiya h seedha ghr pauchenge iske
18/01/2021,6:42 pm,Tosiba,harsh roll vali road pe thulle to ni milenge na
18/01/2021,6:43 pm,Gotiya,milte h
18/01/2021,6:43 pm,Gotiya,andr andr se aaio
18/01/2021,6:44 pm,Gotiya,mandi pr milega??
18/01/2021,6:44 pm,Gotiya,bich bich mei se le jauga tujhe rolls waale pr
18/01/2021,6:44 pm,Tosiba,robin k ghr milte h seedha
18/01/2021,6:46 pm,Gotiya,okk
18/01/2021,6:46 pm,Gotiya,kitti der???
18/01/2021,6:46 pm,Tosiba,7bje niklunga me
18/01/2021,6:47 pm,Gotiya,7.10 pr mei wahi miluga
18/01/2021,6:53 pm,Anurag,M abhi metro m hu
18/01/2021,6:53 pm,Anurag,Bhai office first day tha aaj.
18/01/2021,6:55 pm,Anurag,Ruk jao bhosdi valo
18/01/2021,6:55 pm,Anurag,M bhi ajata hu.
